"AniList ID","Title","Format","Status","Progress","Volumes","Repeats","Score","Notes","Start Date","Completed Date"
103148,"Kansen Sodom","OVA","COMPLETED",1,"N/A",0,90,"","0000-00-00","0000-00-00"
103632,"Kumo desu ga, Nani ka?","TV","COMPLETED",24,"N/A",0,90,"","0000-00-00","2025-8-21"
104073,"Sono Toki, Kanojo wa.","TV_SHORT","DROPPED",1,"N/A",0,50,"","0000-00-00","0000-00-00"
104157,"Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai","MOVIE","COMPLETED",1,"N/A",0,100,"","2020-12-6","2020-12-6"
104325,"Nande Koko ni Sensei ga!?","TV_SHORT","COMPLETED",12,"N/A",0,100,"","2020-2-8","2020-2-9"
104454,"Isekai Quartet","TV_SHORT","DROPPED",1,"N/A",0,40,"","2020-2-1","2020-2-1"
104723,"Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?","TV","DROPPED",1,"N/A",0,40,"","0000-00-00","0000-00-00"
104936,"Boku no Tonari ni Ankoku Hakaishin ga Imasu.","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
104954,"Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
104956,"Yasuji no Pornorama: Yacchimae!!","MOVIE","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
104979,"Iya na Kao sare nagara Opantsu Misete Moraitai 2","ONA","COMPLETED",6,"N/A",0,100,"","0000-00-00","0000-00-00"
105901,"Chikan Shita Joshikousei to Sonogo, Musabori Au you na Doero Junai","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
105932,"Araburu Kisetsu no Otome-domo yo.","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
106149,"Tsuma ga Kirei ni Natta Wake","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
106169,"PERSONA5 the Animation: Dark Sun...","SPECIAL","COMPLETED",1,"N/A",0,70,"","2020-1-26","2020-1-26"
106286,"Tenki no Ko","MOVIE","COMPLETED",1,"N/A",0,80,"","0000-00-00","0000-00-00"
106319,"Hachi-nan tte, Sore wa Nai deshou!","TV","COMPLETED",12,"N/A",0,60,"","2025-8-23","2025-8-24"
106479,"Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2024-5-8"
107067,"Rikei ga Koi ni Ochita no de Shoumei shitemita.","ONA","COMPLETED",12,"N/A",0,60,"","0000-00-00","0000-00-00"
107625,"Cider no You ni Kotoba ga Wakiagaru","MOVIE","COMPLETED",1,"N/A",0,80,"","0000-00-00","2024-5-17"
107961,"Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
108092,"Koisuru Asteroid","TV","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
108268,"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen","TV","COMPLETED",14,"N/A",0,90,"","2025-9-12","2025-9-13"
108511,"Tensei Shitara Slime Datta Ken 2nd Season","TV","COMPLETED",12,"N/A",0,80,"","2026-4-7","2026-4-7"
108713,"Ochikobore Fruit Tart","TV","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
108759,"Sword Art Online: Alicization - War of Underworld","TV","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
109287,"Adachi to Shimamura","TV","COMPLETED",12,"N/A",0,100,"","0000-00-00","0000-00-00"
109418,"PERSONA5 the Animation: Proof of Justice","OVA","COMPLETED",2,"N/A",0,80,"","2020-1-26","2020-1-26"
110270,"Ishuzoku Reviewers","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
110336,"Lovely ♡","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
111428,"Maou-jou de Oyasumi","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
111965,"Peter Grill to Kenja no Jikan","TV_SHORT","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
112233,"Boku to Joi no Shinsatsu Nisshi The Animation","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
112293,"Murenase! Seton Gakuen","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-16"
112323,"Arifureta Shokugyou de Sekai Saikyou 2nd season","TV","COMPLETED",12,"N/A",0,90,"","2025-8-29","2025-8-30"
112608,"Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-9"
112609,"Majo no Tabitabi","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
112802,"Uramichi Oniisan","TV","DROPPED",1,"N/A",0,50,"","0000-00-00","0000-00-00"
112818,"Dokyuu Hentai HxEros","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
113286,"Monster Musume no Oisha-san","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-19"
113415,"Jujutsu Kaisen","TV","COMPLETED",24,"N/A",0,80,"","0000-00-00","2024-5-7"
113425,"Kaifuku Jutsushi no Yarinaoshi","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
113596,"Josee to Tora to Sakanatachi","MOVIE","COMPLETED",1,"N/A",0,100,"","0000-00-00","0000-00-00"
113693,"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season","TV","COMPLETED",12,"N/A",0,90,"","2025-9-14","2025-9-14"
113811,"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA","OVA","COMPLETED",1,"N/A",0,90,"","2025-9-13","2025-9-13"
113813,"Kanojo, Okarishimasu","TV","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
113924,"Nande Koko ni Sensei ga!? Special","SPECIAL","COMPLETED",1,"N/A",0,100,"","2020-2-9","2020-2-9"
113950,"SSSS.DYNAZENON","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
114065,"Bokutachi no Remake","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2023-7-20"
114232,"Hige wo Soru. Soshite Joshikousei wo Hirou.","TV","COMPLETED",13,"N/A",0,90,"","0000-00-00","0000-00-00"
114302,"Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore","TV","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
114308,"Sword Art Online: Alicization - War of Underworld Part 2","TV","COMPLETED",11,"N/A",0,70,"","0000-00-00","0000-00-00"
114963,"Nakitai Watashi wa Neko wo Kaburu","MOVIE","COMPLETED",1,"N/A",0,60,"","0000-00-00","2024-4-16"
114979,"Love Live! Superstar!!","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
115113,"Uzaki-chan wa Asobitai!","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2023-2-12"
115136,"Yarichin Kateikyoushi Netori Houkoku: Dosukebe Kyonyuu Oyakodon","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
115740,"Kamitachi ni Hirowareta Otoko","TV","COMPLETED",12,"N/A",0,70,"","2025-9-16","2025-9-16"
116267,"Tonikaku Kawaii","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
116588,"Sentouin, Hakenshimasu!","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
116673,"BURN THE WITCH","ONA","COMPLETED",3,"N/A",0,70,"","0000-00-00","0000-00-00"
116697,"Hajimete no Orusuban","OVA","COMPLETED",2,"N/A",0,60,"","0000-00-00","0000-00-00"
116742,"Tensei Shitara Slime Datta Ken 2nd Season Part 2","TV","COMPLETED",12,"N/A",0,80,"","2026-4-7","2026-4-7"
116867,"Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2","TV","COMPLETED",12,"N/A",0,60,"","0000-00-00","2024-5-10"
117612,"Genjitsu Shugi Yuusha no Oukoku Saikenki","TV","COMPLETED",13,"N/A",0,80,"","2025-8-27","2025-8-28"
117989,"Megami-ryou no Ryoubo-kun.","TV","COMPLETED",10,"N/A",0,90,"","0000-00-00","0000-00-00"
118029,"Junjou Juugeki Cosplay Shoujo","OVA","COMPLETED",1,"N/A",0,80,"","0000-00-00","2025-8-13"
118375,"Ore dake Haireru Kakushi Dungeon","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
118860,"Succubus Stayed Life The Animation","OVA","COMPLETED",2,"N/A",0,60,"","0000-00-00","0000-00-00"
120377,"Cyberpunk: Edgerunners","ONA","COMPLETED",10,"N/A",0,100,"","0000-00-00","0000-00-00"
120608,"Meikyuu Black Company","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
120697,"Ijiranaide, Nagatoro-san","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2021-6-29"
121176,"Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season","TV","COMPLETED",10,"N/A",0,100,"","2025-9-14","2025-9-16"
122137,"Dogeza de Tanondemita","TV_SHORT","COMPLETED",12,"N/A",0,100,"","0000-00-00","0000-00-00"
122201,"Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made THE ANIMATION","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
123769,"Dokyuu Hentai HxEros OVA","OVA","COMPLETED",2,"N/A",0,90,"","0000-00-00","0000-00-00"
123802,"Seijo no Maryoku wa Bannou desu","TV","COMPLETED",12,"N/A",0,100,"","0000-00-00","2025-8-20"
124395,"Uzaki-chan wa Asobitai! ω","TV","COMPLETED",13,"N/A",0,80,"","0000-00-00","2023-4-8"
124612,"Dogeza de Tanondemita: Isekai-hen","SPECIAL","COMPLETED",1,"N/A",0,100,"","0000-00-00","0000-00-00"
124845,"Wonder Egg Priority","TV","COMPLETED",12,"N/A",0,100,"","0000-00-00","0000-00-00"
125068,"Himawari wa Yoru ni Saku","ONA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
125206,"Tsuki ga Michibiku Isekai Douchuu","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-24"
126213,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita","TV","DROPPED",1,"N/A",0,50,"","0000-00-00","0000-00-00"
126242,"Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu","ONA","COMPLETED",8,"N/A",0,100,"","0000-00-00","0000-00-00"
127230,"Chainsaw Man","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
127271,"Ryuu to Sobakasu no Hime","MOVIE","COMPLETED",1,"N/A",0,100,"","0000-00-00","0000-00-00"
127911,"Kawaii dake ja Nai Shikimori-san","TV","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
128545,"Shiroi Suna no Aquatope","TV","COMPLETED",24,"N/A",0,80,"","0000-00-00","2022-12-5"
128546,"Vivy: Fluorite Eye’s Song","TV","COMPLETED",13,"N/A",0,100,"","0000-00-00","0000-00-00"
128705,"Blue Period","ONA","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
129190,"Tensai Ouji no Akaji Kokka Saisei Jutsu","TV","COMPLETED",12,"N/A",0,70,"","2025-8-24","2025-8-25"
129193,"Shokei Shoujo no Virgin Road","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
129195,"Tomodachi no Imouto ga Ore ni dake Uzai","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
129201,"Summer Time Render","TV","COMPLETED",25,"N/A",0,100,"","0000-00-00","2023-7-20"
129898,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
130003,"Bocchi the Rock!","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
130586,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru","TV","COMPLETED",12,"N/A",0,80,"","2025-8-27","2025-8-27"
131019,"Tsuki to Laika to Nosferatu","TV","DROPPED",3,"N/A",0,60,"","0000-00-00","0000-00-00"
131083,"Mieruko-chan","TV","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
131548,"Akebi-chan no Sailor Fuku","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2022-11-26"
131565,"takt op.Destiny","TV","COMPLETED",12,"N/A",0,60,"","0000-00-00","0000-00-00"
131773,"Wonder Egg Priority: Tokubetsu-hen","SPECIAL","COMPLETED",1,"N/A",0,70,"","0000-00-00","0000-00-00"
132405,"Sono Bisque Doll wa Koi wo Suru","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
132456,"Jahy-sama wa Kujikenai!","TV","COMPLETED",20,"N/A",0,90,"","0000-00-00","0000-00-00"
132474,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-15"
133965,"Komi-san wa, Komyushou desu.","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
135102,"Kamitachi ni Hirowareta Otoko 2","TV","COMPLETED",12,"N/A",0,70,"","2025-9-16","2025-9-17"
135806,"Isekai Oji-san","TV","COMPLETED",13,"N/A",0,90,"","0000-00-00","2026-4-5"
136707,"Isekai Yakkyoku","TV","COMPLETED",12,"N/A",0,90,"","2025-9-6","2025-9-7"
136804,"Kono Subarashii Sekai ni Shukufuku wo! 3","TV","COMPLETED",11,"N/A",0,80,"","2025-8-7","2025-8-7"
137281,"Aharen-san wa Hakarenai","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2022-12-9"
137877,"Ganbare, Douki-chan","ONA","COMPLETED",12,"N/A",0,70,"","2022-12-7","2022-12-7"
137908,"Chiyu Mahou no Machigatta Tsukaikata","TV","COMPLETED",13,"N/A",0,90,"","0000-00-00","2025-8-1"
139303,"Black★★Rock Shooter: DAWN FALL","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
139310,"Boku ga Aishita Subete no Kimi e","MOVIE","COMPLETED",1,"N/A",0,80,"","2025-10-7","2025-10-7"
139449,"Getsuyoubi no Tawawa 2","ONA","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
139451,"Ganbare, Douki-chan Special","SPECIAL","COMPLETED",1,"N/A",0,70,"","2022-12-7","2022-12-7"
139518,"Tsuki ga Michibiku Isekai Douchuu 2nd Season","TV","COMPLETED",25,"N/A",0,90,"","2025-8-25","2025-8-26"
139648,"Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2","TV","COMPLETED",13,"N/A",0,100,"","2025-8-28","2025-8-28"
140291,"Disney Twisted-Wonderland: THE ANIMATION - Season 1: EPISODE of HEARTSLABYUL","ONA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
140320,"Himitsu no Kichi","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
140501,"Seiken Gakuin no Maken Tsukai","ONA","COMPLETED",12,"N/A",0,70,"","0000-00-00","2024-5-14"
140596,"Ijiranaide, Nagatoro-san 2nd Attack","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-7-30"
140960,"SPY×FAMILY","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
141391,"Yofukashi no Uta","TV","COMPLETED",13,"N/A",0,90,"","0000-00-00","2022-12-21"
141911,"Skip to Loafer","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2024-5-16"
142599,"Buta no Liver wa Kanetsu Shiro","TV","PAUSED",2,"N/A",0,0,"","0000-00-00","0000-00-00"
142770,"Suzume no Tojimari","MOVIE","COMPLETED",1,"N/A",0,100,"","0000-00-00","2023-7-20"
142838,"SPY×FAMILY Part 2","TV","COMPLETED",13,"N/A",0,90,"","0000-00-00","0000-00-00"
142984,"Komi-san wa, Komyushou desu. 2","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-7-29"
143315,"Climbing","MOVIE","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
143338,"Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken","TV","DROPPED",1,"N/A",0,40,"","0000-00-00","0000-00-00"
143846,"Arifureta Shokugyou de Sekai Saikyou 2nd season Special","SPECIAL","COMPLETED",1,"N/A",0,80,"","2025-8-30","2025-8-30"
144092,"Benriya Saitou-san, Isekai ni Iku","TV","COMPLETED",12,"N/A",0,100,"","2025-9-9","2025-9-9"
144188,"Alice Gear Aegis Expansion","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
144553,"Saikyou Onmyouji no Isekai Tenseiki","TV","COMPLETED",13,"N/A",0,80,"","2025-9-20","2025-9-24"
145064,"Jujutsu Kaisen 2nd Season","TV","COMPLETED",23,"N/A",0,80,"","2024-5-7","2024-5-7"
146206,"Seijo no Maryoku wa Bannou desu Season 2","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-8-21"
146210,"Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsuki Susumu","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2022-12-20"
146234,"Isekai One Turn Kill Nee-san: Ane Douhan no Isekai Seikatsu Hajimemashita","TV","COMPLETED",12,"N/A",0,80,"","2025-8-23","2025-8-23"
146346,"Inu ni Nattara Suki na Hito ni Hirowareta.","TV_SHORT","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
146676,"Renai Flops","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2023-1-18"
146850,"Isekai Nonbiri Nouka","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
146921,"Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou","OVA","COMPLETED",1,"N/A",0,0,"","2025-8-30","2025-8-30"
147864,"Onii-chan wa Oshimai!","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
148048,"Kaminaki Sekai no Kamisama Katsudou","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-8-15"
148465,"Level 1 dakedo Unique Skill de Saikyou desu","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-8-3"
149326,"Saikin Yatotta Maid ga Ayashii","TV","COMPLETED",11,"N/A",0,80,"","0000-00-00","0000-00-00"
150672,"[Oshi no Ko]","TV","COMPLETED",11,"N/A",0,100,"","0000-00-00","2023-7-5"
151379,"Akiba Meido Sensou","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
151806,"Tomo-chan wa Onnanoko!","TV","COMPLETED",13,"N/A",0,90,"","0000-00-00","2025-7-30"
152072,"Isekai de Mofumofu Nadenade Suru Tame ni Ganbattemasu.","ONA","COMPLETED",12,"N/A",0,90,"","2025-11-2","2025-12-29"
152137,"Isekai Shikkaku","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-9-6"
152556,"Imouto wa GAL Kawaii","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
152765,"Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-8-17"
153332,"Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-8-19"
153360,"Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou","TV","COMPLETED",12,"N/A",0,60,"","0000-00-00","2025-8-21"
153518,"Dungeon Meshi","TV","COMPLETED",24,"N/A",0,80,"","2026-2-7","2026-2-8"
154412,"Megami no Café Terrace","TV","PAUSED",4,"N/A",0,0,"","0000-00-00","0000-00-00"
154459,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-6"
154473,"Arifureta Shokugyou de Sekai Saikyou 3rd season","TV","COMPLETED",16,"N/A",0,90,"","2025-8-30","2025-8-31"
154587,"Sousou no Frieren","TV","COMPLETED",28,"N/A",0,100,"","0000-00-00","2024-5-14"
155783,"Tengoku Daimakyou","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
155907,"Buddy Daddies","TV","COMPLETED",12,"N/A",0,100,"","0000-00-00","2024-5-10"
156415,"Tensei Shitara Dai Nana Ouji Datta node, Kimamani Majutsu wo Kiwamemasu","TV","COMPLETED",12,"N/A",0,100,"","0000-00-00","2025-8-1"
156891,"Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-16"
158927,"SPY×FAMILY Season 2","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-7-27"
158928,"SPY×FAMILY CODE: White","MOVIE","COMPLETED",1,"N/A",0,90,"","0000-00-00","2025-7-28"
160188,"Suki na Ko ga Megane wo Wasureta","TV","COMPLETED",13,"N/A",0,70,"","0000-00-00","2025-8-12"
160589,"Blue Archive The Animation","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
161992,"Potion-danomi de Ikinobimasu!","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-16"
162780,"Mahou Shoujo ni Akogarete","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
163076,"Akuyaku Reijou Level 99: Watashi wa Ura Boss desu ga Maou de wa Arimasen","TV","COMPLETED",12,"N/A",0,90,"","2025-9-1","2025-9-1"
163292,"Shinmai Ossan Bouken-sha, Saikyou Party ni Shinu Hodo Kitaerarete Muteki ni Naru.","TV","COMPLETED",12,"N/A",0,100,"","2025-8-31","2025-9-1"
164299,"Yarinaoshi Reijou wa Ryuutei Heika wo Kouryaku-chuu","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-8-10"
164702,"Tensei Kizoku, Kantei Skill de Nariagaru","TV","COMPLETED",12,"N/A",0,90,"","2025-9-10","2025-9-11"
166050,"Iya na Kao sare nagara Opantsu Misete Moraitai ver 3.0","OVA","COMPLETED",1,"N/A",0,100,"","0000-00-00","2025-8-4"
166522,"Hime-sama, ""Goumon"" no Jikan desu","TV","DROPPED",1,"N/A",0,40,"","0000-00-00","0000-00-00"
166531,"[Oshi no Ko] 2nd Season","TV","COMPLETED",13,"N/A",0,100,"","0000-00-00","2025-7-28"
166617,"Fate/strange Fake","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
166710,"Isekai Suicide Squad","TV","COMPLETED",10,"N/A",0,70,"","0000-00-00","2025-1-7"
167143,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu","TV","COMPLETED",12,"N/A",0,70,"","0000-00-00","0000-00-00"
168138,"Jii-san Baa-san Wakagaeru","TV","COMPLETED",11,"N/A",0,80,"","2026-5-6","2026-6-4"
168539,"Hatsukoi Time.","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
169969,"Mushoku no Eiyuu: Betsu ni Skill nanka Ira Nakattan Daga","ONA","CURRENT",1,"N/A",0,0,"","2026-4-27","0000-00-00"
170113,"Koujo Denka no Katei Kyoushi","ONA","COMPLETED",12,"N/A",0,50,"","2025-9-28","2025-10-12"
170130,"Lv2 Kara Cheat datta Moto Yuusha Kouho no Mattari Isekai Life","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","2025-8-7"
170206,"Scott Pilgrim Takes Off","ONA","COMPLETED",8,"N/A",0,100,"","2025-8-12","0000-00-00"
171031,"Isekai Yururi Kikou: Kosodate Shinagara Boukensha Shimasu","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
171110,"Honzuki no Gekokujou: Ryoushu no Youjo","TV","CURRENT",4,"N/A",0,0,"","2026-4-26","0000-00-00"
171457,"Make Heroine ga Oosugiru!","TV","COMPLETED",12,"N/A",0,100,"","0000-00-00","2025-8-14"
172453,"Akuyaku Reijou Tensei Oji-san","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
172463,"Jujutsu Kaisen: Shimetsu Kaiyuu - Zenpen","TV","COMPLETED",12,"N/A",0,80,"","2026-1-14","2026-4-2"
173584,"Maou Gun Saikyou no Majutsushi wa Ningen datta","TV","COMPLETED",12,"N/A",0,60,"","2025-8-31","2025-8-31"
173692,"Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
174043,"Party kara Tsuihou sareta Sono Chiyushi, Jitsu wa Saikyou ni Tsuki","TV","DROPPED",4,"N/A",0,50,"","2025-9-1","0000-00-00"
174188,"Nukitashi THE ANIMATION","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
174634,"Sex ga Suki de Suki de Daisuki na Classmate no Anoko","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
175872,"Isshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi, Yami Healer Toshite Tanoshiku Ikiru","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-23"
175914,"Yofukashi no Uta Season 2","TV","COMPLETED",12,"N/A",0,100,"","2026-2-5","2026-2-16"
175977,"Shikanoko Nokonoko Koshitantan","ONA","COMPLETED",12,"N/A",0,80,"","0000-00-00","2025-8-3"
176063,"Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwamete mita","TV","DROPPED",9,"N/A",0,50,"","2025-8-31","0000-00-00"
176246,"mono","TV","COMPLETED",12,"N/A",0,100,"","2025-10-12","2025-10-13"
176642,"Ameku Takao no Suiri Karte","TV","COMPLETED",12,"N/A",0,60,"","0000-00-00","2025-7-29"
177104,"Saikyou no Shien-shoku [Wajutsushi] Dearu Ore wa Sekai Saikyou Clan wo Shitagaeru","ONA","COMPLETED",12,"N/A",0,100,"","2025-9-7","2025-9-8"
177506,"Izure Saikyou no Renkinjutsushi?","TV","COMPLETED",12,"N/A",0,80,"","2025-8-27","2025-8-27"
177709,"SAKAMOTO DAYS","ONA","COMPLETED",11,"N/A",0,90,"","2026-2-16","2026-2-16"
177789,"Ima♥Ria","OVA","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
177937,"SPY×FAMILY Season 3","TV","PLANNING",0,"N/A",0,0,"","0000-00-00","0000-00-00"
178090,"Tensei Shitara Dai Nana Ouji Datta node, Kimamani Majutsu wo Kiwamemasu 2nd Season","TV","COMPLETED",12,"N/A",0,100,"","2025-8-28","2025-9-26"
178100,"Hazure Skill «Kinomi Master»: Skill no Mi (Tabetara Shinu) wo Mugen ni Taberareru You ni Natta Ken Nitsuite","TV","COMPLETED",12,"N/A",0,60,"","0000-00-00","2025-8-11"
178434,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season","TV","COMPLETED",12,"N/A",0,90,"","2025-9-12","2025-9-17"
178548,"Fuguushoku [Kanteishi] ga Jitsu wa Saikyou Datta: Naraku de Kitaeta Saikyou no [Shingan] de Musou Suru","TV","COMPLETED",12,"N/A",0,80,"","0000-00-00","0000-00-00"
178701,"Aru Majo ga Shinu Made","TV","COMPLETED",12,"N/A",0,90,"","0000-00-00","0000-00-00"
